10.0, 690.0
168.40000000000003, 690.0
335.60000000000025, 677.2
502.80000000000047, 690.0
661.1999999999997, 690.0
828.3999999999988, 677.2
995.599999999998, 664.4000000000001
1162.7999999999972, 677.2
1901.9999999999934, 1521.999999999997
2236.3999999999965, 1521.999999999997
2729.2000000000066, 1291.5999999999979
3222.000000000017, 1521.999999999997
3556.4000000000237, 1521.999999999997
4049.200000000034, 1291.5999999999979
4542.000000000044, 1521.999999999997
4876.400000000051, 1521.999999999997
5369.200000000061, 1291.5999999999979
5862.000000000071, 1521.999999999997
6196.400000000078, 1521.999999999997
6689.200000000088, 1291.5999999999979
7182.000000000098, 1521.999999999997
7595.600000000107, 1150.7999999999984
7842.000000000112, 1278.799999999998
8176.400000000119, 1278.799999999998
8334.800000000107, 1278.799999999998
8836.400000000065, 1521.999999999997
8994.800000000052, 1521.999999999997
9329.200000000024, 1521.999999999997
9821.999999999984, 1752.3999999999962
10235.59999999995, 1381.1999999999975
10481.999999999929, 1509.199999999997
10816.399999999901, 1509.199999999997
10974.799999999888, 1509.199999999997
11476.399999999847, 1752.3999999999962
11634.799999999834, 1752.3999999999962
12461.999999999765, 2469.2000000000003
12796.399999999738, 2469.2000000000003
13289.199999999697, 2238.799999999997
13781.999999999656, 2469.2000000000003
14116.399999999629, 2469.2000000000003
14609.199999999588, 2238.799999999997
15101.999999999547, 2469.2000000000003
15436.39999999952, 2469.2000000000003
15929.199999999479, 2238.799999999997
16421.99999999944, 2469.2000000000003
16756.399999999412, 2469.2000000000003
17249.19999999937, 2238.799999999997
17741.99999999933, 2469.2000000000003
18155.599999999296, 2097.9999999999955
18401.999999999276, 2225.999999999997
18736.39999999925, 2225.999999999997
18894.799999999235, 2225.999999999997
19396.399999999194, 2469.2000000000003
19554.79999999918, 2469.2000000000003
19889.199999999153, 2469.2000000000003
20381.999999999112, 2699.6000000000035
20795.599999999078, 2328.3999999999983
21041.999999999058, 2456.4
21376.39999999903, 2456.4
21534.799999999017, 2456.4
22036.399999998976, 2699.6000000000035
22194.799999998962, 2699.6000000000035
23021.999999998894, 3416.4000000000137
23435.59999999886, 3045.2000000000085
23681.99999999884, 3173.2000000000103
24016.399999998812, 3173.2000000000103
24174.7999999988, 3173.2000000000103
24676.399999998757, 3416.4000000000137
24834.799999998744, 3416.4000000000137
25169.199999998717, 3416.4000000000137
25661.999999998676, 3646.800000000017
26075.59999999864, 3275.6000000000117
26321.99999999862, 3403.6000000000136
26656.399999998594, 3403.6000000000136
26814.79999999858, 3403.6000000000136
27316.39999999854, 3646.800000000017
27474.799999998526, 3646.800000000017
